delomrade,lan,latitud,longitud,groda,sort,jordart,skordear,graderingsdatum,graderingstyp,utvecklingsstadium,Bladfläcksvampar,Gulrost,Svartpricksjuka,Sädesbladlus,DAY,WGS84N,WGS84E,TM_7d_avg,TX_7d_avg,TN_7d_avg,UM_7d_avg,UX_7d_avg,UN_7d_avg,FM2_7d_avg,CLDM_7d_avg,Q0_7d_avg,RR_7d_sum,BT_7d_sum,G0_7d_sum,G3_7d_sum,G5_7d_sum,G7_7d_sum,G8_7d_sum,G10_7d_sum
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-05-29,Veckovis,37,8.0,0.0,8.0,0.0,2017-05-29,69.042,20.262,-0.2,4.05,-3.4,75.42,89.75,60.25,4.67,78.75,19.25,5.6,0.0,214.0,44.0,8.0,0.0,0.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-06-05,Veckovis,41,2.0,0.0,2.0,0.0,2017-06-05,69.042,20.262,1.6,5.72,-3.28,80.28,93.25,68.75,3.62,71.5,20.5,5.1,0.0,245.0,48.0,9.0,0.0,0.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-06-12,Veckovis,49,0.0,0.0,0.0,0.0,2017-06-12,69.042,20.262,8.65,13.72,2.35,71.52,85.0,56.0,3.57,35.75,30.78,0.0,0.0,455.0,174.0,96.0,56.0,41.0,19.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-06-19,Veckovis,57,2.0,0.0,2.0,0.12,2017-06-19,69.042,20.262,5.73,9.35,3.15,88.1,98.5,78.5,2.3,88.75,17.92,3.7,300.0,651.0,283.0,154.0,84.0,60.0,24.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-06-26,Veckovis,61,2.0,4.0,2.0,0.0,2017-06-26,69.042,20.262,5.4,10.28,1.6,89.0,98.0,78.25,3.55,82.75,18.55,9.5,200.0,789.0,341.0,177.0,91.0,63.0,24.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-07-03,Veckovis,65,14.0,12.0,14.0,0.0,2017-07-03,69.042,20.262,8.28,14.23,3.05,78.2,96.25,68.0,3.5,73.75,20.93,10.2,100.0,983.0,448.0,237.0,120.0,81.0,33.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2017,2017-07-10,Veckovis,73,50.0,18.0,50.0,0.5,2017-07-10,69.042,20.262,8.03,12.68,2.77,78.2,90.75,64.75,4.57,80.0,17.7,5.5,0.0,1166.0,547.0,294.0,146.0,100.0,39.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-04-12,Veckovis,23,40.0,0.0,40.0,0.0,2019-04-12,69.042,20.262,-5.05,-0.2,-11.5,79.35,89.75,67.5,4.25,75.5,9.1,0.0,100.0,37.0,4.0,0.0,0.0,0.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-04-19,Veckovis,23,40.0,0.0,40.0,0.0,2019-04-19,69.042,20.262,-1.0,4.52,-7.15,75.92,87.0,61.25,2.97,83.25,10.58,2.8,0.0,69.0,6.0,0.0,0.0,0.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-04-26,Veckovis,32,33.0,0.0,33.0,0.0,2019-04-26,69.042,20.262,4.58,9.75,-1.32,76.2,91.5,61.75,4.02,51.0,16.98,1.8,0.0,193.0,58.0,22.0,5.0,1.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-05-03,Veckovis,32,15.0,0.0,15.0,0.0,2019-05-03,69.042,20.262,-2.65,0.18,-5.97,87.48,96.75,77.0,4.47,95.75,10.52,1.4,300.0,248.0,80.0,32.0,8.0,4.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-05-10,Veckovis,32,16.0,0.0,16.0,0.0,2019-05-10,69.042,20.262,2.05,6.5,-3.35,79.97,96.75,63.25,5.3,89.25,14.25,7.7,100.0,269.0,87.0,37.0,9.0,4.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-05-17,Veckovis,33,0.0,0.0,0.0,0.0,2019-05-17,69.042,20.262,3.08,6.62,-0.82,85.35,95.0,75.25,5.9,82.5,17.0,0.6,100.0,348.0,113.0,46.0,13.0,4.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-05-24,Veckovis,39,20.0,0.0,20.0,0.0,2019-05-24,69.042,20.262,3.03,6.7,-1.27,82.68,93.75,71.0,4.82,80.25,16.32,0.0,100.0,492.0,180.0,84.0,32.0,16.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-05-31,Veckovis,43,20.0,0.0,20.0,0.0,2019-05-31,69.042,20.262,4.6,8.9,-0.02,85.62,96.25,74.25,6.2,82.25,16.35,22.4,100.0,593.0,220.0,99.0,36.0,20.0,0.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-06-07,Veckovis,57,16.0,2.0,16.0,0.0,2019-06-07,69.042,20.262,7.55,12.8,3.4,80.53,93.5,68.5,4.62,86.0,17.85,11.7,100.0,726.0,279.0,127.0,49.0,26.0,4.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-06-14,Veckovis,61,16.0,10.0,16.0,0.0,2019-06-14,69.042,20.262,5.9,11.55,0.1,73.05,87.75,61.5,2.87,53.25,25.95,0.0,100.0,907.0,380.0,188.0,81.0,50.0,13.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-06-21,Veckovis,65,16.0,10.0,16.0,0.0,2019-06-21,69.042,20.262,7.88,11.4,4.73,87.35,97.5,76.75,3.12,94.0,15.65,5.5,200.0,1135.0,518.0,275.0,129.0,82.0,26.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-06-28,Veckovis,73,30.0,30.0,28.0,0.64,2019-06-28,69.042,20.262,5.4,9.05,2.2,86.12,96.25,73.25,5.72,90.25,17.2,0.9,300.0,1330.0,624.0,327.0,147.0,92.0,28.0
M Skåne,Skåne län,6186000,411000,Höstvete,Julius,,2019,2019-07-05,Veckovis,85,40.0,30.0,38.0,0.0,2019-07-05,69.042,20.262,5.95,9.7,2.03,86.45,96.75,75.75,3.6,76.75,20.38,4.9,200.0,1474.0,688.0,353.0,152.0,93.0,28.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-04-25,Veckovis,30,24.0,0.0,24.0,0.0,2016-04-25,69.042,20.262,-3.85,1.95,-9.62,78.88,91.5,64.0,4.28,71.0,13.38,0.5,0.0,72.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-05-02,Veckovis,31,20.0,0.0,20.0,0.0,2016-05-02,69.042,20.262,3.77,10.12,-2.42,74.45,94.0,56.25,4.82,63.0,16.77,0.7,0.0,153.0,38.0,12.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-05-09,Veckovis,31,14.0,0.0,14.0,0.0,2016-05-09,69.042,20.262,3.62,8.15,-0.57,74.58,89.75,62.0,4.77,85.25,12.72,3.2,0.0,265.0,83.0,27.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-05-16,Veckovis,37,4.0,0.0,4.0,0.0,2016-05-16,69.042,20.262,1.27,6.5,-3.9,69.22,86.5,52.0,4.4,76.5,17.5,0.7,0.0,327.0,96.0,28.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-05-23,Veckovis,39,0.0,0.0,2.0,0.0,2016-05-23,69.042,20.262,5.62,11.1,1.02,68.03,88.75,48.5,4.68,77.0,19.18,5.8,0.0,411.0,129.0,42.0,9.0,2.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-05-30,Veckovis,47,0.0,0.0,2.0,0.0,2016-05-30,69.042,20.262,10.25,17.32,2.4,57.98,80.5,41.5,3.45,63.5,23.2,3.1,0.0,617.0,250.0,120.0,52.0,36.0,16.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-06-06,Veckovis,61,2.0,0.0,2.0,0.0,2016-06-06,69.042,20.262,2.02,7.63,-1.6,79.47,95.5,63.0,7.02,91.75,15.08,0.7,0.0,812.0,374.0,205.0,108.0,80.0,40.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-06-13,Veckovis,69,2.0,0.0,2.0,0.08,2016-06-13,69.042,20.262,3.57,8.4,-1.0,76.92,92.5,61.5,1.97,78.25,20.42,4.1,100.0,899.0,396.0,211.0,108.0,80.0,40.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-06-20,Veckovis,73,2.0,0.0,2.0,0.92,2016-06-20,69.042,20.262,4.8,7.75,2.6,95.42,99.75,90.5,2.75,98.5,14.25,21.6,400.0,1034.0,450.0,231.0,112.0,80.0,40.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-06-27,Veckovis,83,2.0,0.0,2.0,0.32,2016-06-27,69.042,20.262,9.62,15.8,4.6,74.8,93.5,57.0,3.55,76.5,20.85,1.9,0.0,1251.0,579.0,310.0,155.0,109.0,51.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,,2016,2016-07-04,Veckovis,85,2.0,0.0,2.0,0.04,2016-07-04,69.042,20.262,12.5,16.98,8.2,77.9,95.5,56.0,5.32,86.5,16.9,3.5,0.0,1604.0,841.0,513.0,298.0,225.0,118.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-04-17,Veckovis,30,30.0,0.0,30.0,0.0,2017-04-17,69.042,20.262,-7.85,-1.4,-13.32,75.22,88.25,58.0,2.37,60.75,12.08,0.1,0.0,56.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-04-24,Veckovis,31,22.0,0.0,22.0,0.0,2017-04-24,69.042,20.262,-5.55,0.1,-11.28,79.28,90.25,64.0,4.2,70.25,12.75,2.1,0.0,60.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-05-01,Veckovis,31,20.0,0.0,20.0,0.0,2017-05-01,69.042,20.262,-4.0,2.42,-10.68,73.0,92.0,55.75,4.97,56.0,18.32,10.5,0.0,60.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-05-08,Veckovis,32,6.0,0.0,6.0,0.0,2017-05-08,69.042,20.262,-2.97,0.65,-5.43,81.3,90.75,68.75,7.45,84.5,12.8,1.1,0.0,88.0,8.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-05-15,Veckovis,37,8.0,0.0,8.0,0.0,2017-05-15,69.042,20.262,-2.57,2.75,-7.43,73.77,93.25,56.75,5.02,52.5,22.1,0.5,0.0,89.0,8.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-05-22,Veckovis,37,0.0,0.0,0.0,0.0,2017-05-22,69.042,20.262,2.9,7.57,-0.88,81.8,92.5,68.75,5.1,88.0,13.42,0.2,0.0,165.0,34.0,8.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-05-29,Veckovis,45,0.0,4.0,0.0,0.0,2017-05-29,69.042,20.262,-0.2,4.05,-3.4,75.42,89.75,60.25,4.67,78.75,19.25,5.6,0.0,214.0,44.0,8.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-06-05,Veckovis,57,0.01,4.0,0.01,0.0,2017-06-05,69.042,20.262,1.6,5.72,-3.28,80.28,93.25,68.75,3.62,71.5,20.5,5.1,0.0,245.0,48.0,9.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-06-12,Veckovis,65,12.0,4.0,12.0,0.0,2017-06-12,69.042,20.262,8.65,13.72,2.35,71.52,85.0,56.0,3.57,35.75,30.78,0.0,0.0,455.0,174.0,96.0,56.0,41.0,19.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-06-19,Veckovis,73,32.0,4.0,32.0,0.0,2017-06-19,69.042,20.262,5.73,9.35,3.15,88.1,98.5,78.5,2.3,88.75,17.92,3.7,300.0,651.0,283.0,154.0,84.0,60.0,24.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-06-26,Veckovis,75,32.0,8.0,32.0,0.04,2017-06-26,69.042,20.262,5.4,10.28,1.6,89.0,98.0,78.25,3.55,82.75,18.55,9.5,200.0,789.0,341.0,177.0,91.0,63.0,24.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-07-03,Veckovis,83,70.0,12.0,70.0,0.04,2017-07-03,69.042,20.262,8.28,14.23,3.05,78.2,96.25,68.0,3.5,73.75,20.93,10.2,100.0,983.0,448.0,237.0,120.0,81.0,33.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2017,2017-07-10,Veckovis,83,100.0,12.0,100.0,0.0,2017-07-10,69.042,20.262,8.03,12.68,2.77,78.2,90.75,64.75,4.57,80.0,17.7,5.5,0.0,1166.0,547.0,294.0,146.0,100.0,39.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-04-13,Veckovis,22,10.0,0.0,10.0,0.0,2018-04-13,69.042,20.262,-1.52,2.65,-9.0,77.08,89.25,63.5,4.47,79.75,9.23,0.1,100.0,5.0,0.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-04-23,Veckovis,24,10.0,0.0,10.0,0.0,2018-04-23,69.042,20.262,0.13,2.35,-2.55,92.33,98.0,85.5,4.8,93.5,9.58,1.4,400.0,62.0,12.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-04-30,Veckovis,30,0.0,0.0,0.0,0.0,2018-04-30,69.042,20.262,-0.45,3.45,-3.85,90.05,96.0,82.5,2.67,97.0,10.15,2.0,400.0,89.0,16.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-05-07,Veckovis,31,0.0,0.0,0.0,0.0,2018-05-07,69.042,20.262,2.25,5.7,-2.3,84.6,94.0,75.25,6.65,88.5,11.63,5.1,100.0,129.0,23.0,2.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-05-14,Veckovis,33,0.0,0.0,0.0,0.0,2018-05-14,69.042,20.262,6.48,11.2,2.47,77.68,97.5,61.25,3.55,64.75,19.05,8.5,100.0,278.0,97.0,43.0,19.0,11.0,5.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-05-21,Veckovis,49,0.0,0.0,0.0,0.0,2018-05-21,69.042,20.262,4.0,7.5,0.27,79.88,93.25,64.25,4.95,87.5,15.65,1.3,0.0,431.0,172.0,86.0,42.0,28.0,12.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-05-28,Veckovis,59,0.0,0.0,0.0,0.0,2018-05-28,69.042,20.262,5.9,11.32,0.6,66.9,86.25,50.0,5.55,81.25,17.33,0.9,0.0,548.0,224.0,109.0,52.0,35.0,14.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-06-04,Veckovis,59,0.0,0.0,0.0,0.96,2018-06-04,69.042,20.262,4.35,7.78,1.3,84.85,96.0,74.0,7.45,90.5,15.6,2.0,200.0,729.0,324.0,167.0,84.0,60.0,24.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-06-11,Veckovis,71,0.0,0.0,0.0,0.0,2018-06-11,69.042,20.262,3.38,6.7,-0.25,88.25,97.0,75.25,4.2,96.0,14.98,4.5,300.0,793.0,339.0,170.0,84.0,60.0,24.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-06-18,Veckovis,75,0.0,0.0,0.0,0.6,2018-06-18,69.042,20.262,8.43,14.73,4.52,74.4,92.0,55.0,6.6,81.75,20.42,10.2,0.0,950.0,424.0,218.0,108.0,73.0,30.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-06-25,Veckovis,85,0.0,0.0,0.0,0.0,2018-06-25,69.042,20.262,5.85,8.27,2.62,88.25,93.75,81.5,4.82,92.25,16.05,9.4,200.0,1142.0,526.0,270.0,134.0,89.0,36.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Torp,Leriga jordar (5-15 % ler),2018,2018-07-02,Veckovis,87,0.0,0.0,0.0,0.0,2018-07-02,69.042,20.262,8.65,13.25,3.55,74.42,88.25,64.0,5.67,64.75,25.05,0.2,100.0,1337.0,631.0,329.0,160.0,111.0,46.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-04-12,Veckovis,30,33.0,0.0,33.0,0.0,2019-04-12,69.042,20.262,-5.05,-0.2,-11.5,79.35,89.75,67.5,4.25,75.5,9.1,0.0,100.0,37.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-04-19,Veckovis,31,40.0,0.0,40.0,0.0,2019-04-19,69.042,20.262,-1.0,4.52,-7.15,75.92,87.0,61.25,2.97,83.25,10.58,2.8,0.0,69.0,6.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-04-26,Veckovis,31,40.0,0.0,40.0,0.0,2019-04-26,69.042,20.262,4.58,9.75,-1.32,76.2,91.5,61.75,4.02,51.0,16.98,1.8,0.0,193.0,58.0,22.0,5.0,1.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-05-03,Veckovis,32,33.0,0.0,33.0,0.0,2019-05-03,69.042,20.262,-2.65,0.18,-5.97,87.48,96.75,77.0,4.47,95.75,10.52,1.4,300.0,248.0,80.0,32.0,8.0,4.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-05-10,Veckovis,37,20.0,0.0,20.0,0.0,2019-05-10,69.042,20.262,2.05,6.5,-3.35,79.97,96.75,63.25,5.3,89.25,14.25,7.7,100.0,269.0,87.0,37.0,9.0,4.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-05-17,Veckovis,39,20.0,0.0,20.0,0.0,2019-05-17,69.042,20.262,3.08,6.62,-0.82,85.35,95.0,75.25,5.9,82.5,17.0,0.6,100.0,348.0,113.0,46.0,13.0,4.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-05-27,Veckovis,47,10.0,0.0,10.0,0.0,2019-05-27,69.042,20.262,2.53,6.82,-1.85,81.12,91.25,65.5,3.1,85.25,16.45,3.5,0.0,524.0,188.0,84.0,32.0,16.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-06-03,Veckovis,53,10.0,0.0,10.0,0.16,2019-06-03,69.042,20.262,3.13,7.62,-1.57,84.3,93.0,75.25,5.57,76.5,18.48,2.1,100.0,635.0,232.0,101.0,37.0,20.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-06-07,Veckovis,65,22.0,0.0,22.0,0.0,2019-06-07,69.042,20.262,7.55,12.8,3.4,80.53,93.5,68.5,4.62,86.0,17.85,11.7,100.0,726.0,279.0,127.0,49.0,26.0,4.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-06-14,Veckovis,65,78.0,0.0,78.0,0.01,2019-06-14,69.042,20.262,5.9,11.55,0.1,73.05,87.75,61.5,2.87,53.25,25.95,0.0,100.0,907.0,380.0,188.0,81.0,50.0,13.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-06-21,Veckovis,73,92.0,2.0,92.0,0.06,2019-06-21,69.042,20.262,7.88,11.4,4.73,87.35,97.5,76.75,3.12,94.0,15.65,5.5,200.0,1135.0,518.0,275.0,129.0,82.0,26.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-06-28,Veckovis,75,92.0,2.0,92.0,0.0,2019-06-28,69.042,20.262,5.4,9.05,2.2,86.12,96.25,73.25,5.72,90.25,17.2,0.9,300.0,1330.0,624.0,327.0,147.0,92.0,28.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,,2019,2019-07-08,Veckovis,85,92.0,0.0,92.0,0.0,2019-07-08,69.042,20.262,8.23,12.82,4.15,84.88,97.75,70.0,3.75,78.0,21.0,6.1,200.0,1565.0,740.0,382.0,166.0,103.0,32.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-04-17,Veckovis,23,32.0,0.0,32.0,0.0,2020-04-17,69.042,20.262,-2.97,1.5,-7.02,84.92,96.25,70.0,5.22,71.75,13.02,2.5,100.0,31.0,0.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-04-24,Veckovis,30,32.0,0.0,32.0,0.0,2020-04-24,69.042,20.262,-0.9,2.18,-5.1,82.3,94.5,68.75,7.57,65.75,15.42,0.8,100.0,66.0,0.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-05-01,Veckovis,30,20.0,0.0,20.0,0.0,2020-05-01,69.042,20.262,-3.5,-0.2,-8.32,84.2,95.0,70.0,5.07,81.75,13.7,0.0,100.0,68.0,0.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-05-08,Veckovis,31,2.0,0.0,2.0,0.0,2020-05-08,69.042,20.262,-0.52,2.78,-3.85,82.85,92.75,72.25,7.22,90.5,12.08,3.0,100.0,86.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-05-15,Veckovis,32,0.0,0.0,0.0,0.0,2020-05-15,69.042,20.262,-2.8,1.58,-7.02,79.45,93.5,66.75,5.92,70.25,17.98,2.2,100.0,88.0,4.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-05-22,Veckovis,37,0.0,0.0,0.0,0.0,2020-05-22,69.042,20.262,0.68,5.98,-5.15,73.4,93.25,57.5,2.5,42.25,26.57,0.0,0.0,110.0,5.0,0.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-05-29,Veckovis,45,0.0,0.0,0.0,0.0,2020-05-29,69.042,20.262,4.7,8.2,0.88,77.65,88.25,68.75,4.62,78.0,18.98,1.2,0.0,250.0,72.0,28.0,8.0,4.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-06-05,Veckovis,57,0.0,0.0,0.0,0.0,2020-06-05,69.042,20.262,5.9,11.25,2.13,83.8,95.75,72.75,4.25,87.75,17.0,0.3,200.0,436.0,169.0,83.0,37.0,23.0,8.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-06-12,Veckovis,65,0.0,4.0,0.0,0.6,2020-06-12,69.042,20.262,4.95,8.23,0.28,76.52,90.5,63.5,4.45,61.75,26.95,0.2,0.0,592.0,239.0,110.0,41.0,25.0,8.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-06-19,Veckovis,71,0.0,10.0,0.0,0.0,2020-06-19,69.042,20.262,8.18,12.88,1.85,68.3,84.75,54.25,3.5,44.5,28.8,0.0,0.0,829.0,392.0,214.0,107.0,75.0,34.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-06-26,Veckovis,75,10.0,10.0,10.0,0.0,2020-06-26,69.042,20.262,10.5,15.05,6.5,77.85,92.5,64.75,4.6,83.0,18.13,0.5,100.0,1157.0,632.0,398.0,240.0,183.0,104.0
NV Skåne,Skåne län,6192000,370000,Höstvete,RGT Reform,Lättlera (15-25 % ler),2020,2020-07-03,Veckovis,83,62.0,10.0,62.0,0.0,2020-07-03,69.042,20.262,4.9,7.9,1.23,86.75,95.5,78.0,3.95,87.0,18.28,12.4,300.0,1380.0,766.0,483.0,290.0,221.0,124.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Bright,Lättlera (15-25 % ler),2022,2022-04-11,Veckovis,23,12.0,0.0,12.0,0.0,2022-04-11,69.042,20.262,-3.05,-0.62,-7.0,92.58,98.5,87.0,6.3,95.75,7.08,9.5,400.0,84.0,16.0,4.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Bright,Lättlera (15-25 % ler),2022,2022-04-19,Veckovis,30,18.0,0.0,18.0,0.0,2022-04-19,69.042,20.262,2.8,5.95,-1.32,86.12,94.0,78.25,5.1,78.75,10.93,0.8,300.0,116.0,23.0,4.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Bright,Lättlera (15-25 % ler),2022,2022-04-25,Veckovis,31,20.0,0.0,20.0,0.0,2022-04-25,69.042,20.262,0.73,3.48,-2.97,87.98,93.5,81.75,5.95,76.75,11.6,0.0,300.0,172.0,40.0,8.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Bright,Lättlera (15-25 % ler),2022,2022-05-02,Veckovis,32,8.0,0.0,8.0,0.0,2022-05-02,69.042,20.262,-3.2,-0.52,-7.07,86.8,93.75,77.5,5.75,89.75,11.48,8.2,200.0,176.0,40.0,8.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Bright,Lättlera (15-25 % ler),2022,2022-05-06,Veckovis,32,28.0,0.0,28.0,0.0,2022-05-06,69.042,20.262,-1.7,2.5,-7.42,82.2,88.75,72.75,7.17,80.75,12.55,0.2,0.0,183.0,41.0,8.0,0.0,0.0,0.0
NV Skåne,Skåne län,6192000,370000,Höstvete,Bright,Lättlera (15-25 % ler),2022,2022-05-16,Veckovis,37,6.0,0.0,6.0,0.0,2022-05-16,69.042,20.262,1.65,5.65,-1.82,89.5,95.0,82.75,5.57,84.5,15.95,2.3,300.0,259.0,57.0,11.0,0.0,0.0,0.0
